TestCaseID,ExcelID,Module,ExcelModule,Description,FlowFile,App
COX_044,PCF_HP3*4_007,connection,Pre Connection Flow for Sprocket 3x4,Verify UI of 'Unable to Connect ?' Info Popup screen,connection/COX_044 - Verify UI of Unable to Connect Info Popup screen.yaml,com.hp.impulse.sprocket
COX_045,PCF_HP3*4_008,connection,Pre Connection Flow for Sprocket 3x4,Verify Close Button on Unable to Connect Popup,connection/COX_045 - Verify Close Button on Unable to Connect Popup.yaml,com.hp.impulse.sprocket
COX_046,PCF_HP3*4_009,connection,Pre Connection Flow for Sprocket 3x4,Verify 'Finish Setup' Button for the HP Sprocket 3x4 printer.,connection/COX_046 - Verify Finish Setup Button for the HP Sprocket 3x4 printer.yaml,com.hp.impulse.sprocket
COX_047,PCF_HP3*4_010,connection,Pre Connection Flow for Sprocket 3x4,Verify Navigation to 'Enable the full Sprocket experience' screen for HP Sprocket 3x4 printer,connection/COX_047 - Verify Navigation to Enable the full Sprocket experience scr.yaml,com.hp.impulse.sprocket
COX_048,PCF_HP3*4_011,connection,Pre Connection Flow for Sprocket 3x4,Verify that tapping 'Enable Bluetooth' launches the Bluetooth permission flow for HP Sprocket 3x4 printer,connection/COX_048 - Verify that tapping Enable Bluetooth launches the Bluetooth .yaml,com.hp.impulse.sprocket
COX_049,PCF_HP3*4_012,connection,Pre Connection Flow for Sprocket 3x4,Verify that printer discovery starts automatically after Bluetooth is enabled for HP Sprocket 3x4,connection/COX_049 - Verify that printer discovery starts automatically after Blu.yaml,com.hp.impulse.sprocket
COX_050,PCF_HP3*4_013,connection,Pre Connection Flow for Sprocket 3x4,Verify User Cancels Bluetooth Enable Request for HP Sprocket 3x4 printer,connection/COX_050 - Verify User Cancels Bluetooth Enable Request for HP Sprocket.yaml,com.hp.impulse.sprocket
COX_051,PCF_HP3*4_014,connection,Pre Connection Flow for Sprocket 3x4,Verify Bluetooth Already Enabled Scenario for HP Sprocket 3x4 printer,connection/COX_051 - Verify Bluetooth Already Enabled Scenario for HP Sprocket 3x.yaml,com.hp.impulse.sprocket
COX_052,PCF_HP3*4_015,connection,Pre Connection Flow for Sprocket 3x4,Verify Navigation to 'No Printers Found' Screen for HP Sprocket 3x4 printer,connection/COX_052 - Verify Navigation to No Printers Found Screen for HP Sprocke.yaml,com.hp.impulse.sprocket
COX_053,PCF_HP3*4_016,connection,Pre Connection Flow for Sprocket 3x4,Verify all UI elements displayed on the 'No Printers Found' screen for HP Sprocket 3x4 printer,connection/COX_053 - Verify all UI elements displayed on the No Printers Found sc.yaml,com.hp.impulse.sprocket
COX_054,PCF_HP3*4_017,connection,Pre Connection Flow for Sprocket 3x4,Verify that tapping 'Try Again' restarts printer discovery for HP Sprocket 3x4 printer,connection/COX_054 - Verify that tapping Try Again restarts printer discovery for.yaml,com.hp.impulse.sprocket
COX_055,PCF_HP3*4_018,connection,Pre Connection Flow for Sprocket 3x4,Verify Printer Found After Retry for HP Sprocket 3x4 printer,connection/COX_055 - Verify Printer Found After Retry for HP Sprocket 3x4 printer.yaml,com.hp.impulse.sprocket
COX_056,PCF_HP3*4_019,connection,Pre Connection Flow for Sprocket 3x4,Verify No Printer Found Again After Retry,connection/COX_056 - Verify No Printer Found Again After Retry.yaml,com.hp.impulse.sprocket
COX_057,PCF_HPSelect_001,connection,Pre Connection Flow for Sprocket Select,Verify 'Charge + Power On' Screen UI for the HP Sprocket Select,connection/COX_057 - Verify Charge Power On Screen UI for the HP Sprocket Select.yaml,com.hp.impulse.sprocket
COX_058,PCF_HPSelect_002,connection,Pre Connection Flow for Sprocket Select,Verify the Load Paper screen UI for the HP Sprocket Select printer.,connection/COX_058 - Verify the Load Paper screen UI for the HP Sprocket Select p.yaml,com.hp.impulse.sprocket
COX_059,PCF_HPSelect_003,connection,Pre Connection Flow for Sprocket Select,Verify Previous Button on Load Paper Screen for the HP Sprocket Select printer.,connection/COX_059 - Verify Previous Button on Load Paper Screen for the HP Sproc.yaml,com.hp.impulse.sprocket
COX_060,PCF_HPSelect_004,connection,Pre Connection Flow for Sprocket Select,Verify 'Load Paper' Info Popup for the HP Sprocket Select printer.,connection/COX_060 - Verify Load Paper Info Popup for the HP Sprocket Select prin.yaml,com.hp.impulse.sprocket
COX_061,PCF_HPSelect_005,connection,Pre Connection Flow for Sprocket Select,Verify 'Get Connected' Screen UI for the HP Sprocket Select printer.,connection/COX_061 - Verify Get Connected Screen UI for the HP Sprocket Select pr.yaml,com.hp.impulse.sprocket
COX_062,PCF_HPSelect_006,connection,Pre Connection Flow for Sprocket Select,Verify 'Previous' Button on 'Get Connected' Screen for the HP Sprocket Select printer.,connection/COX_062 - Verify Previous Button on Get Connected Screen for the HP Sp.yaml,com.hp.impulse.sprocket
COX_063,PCF_HPSelect_007,connection,Pre Connection Flow for Sprocket Select,Verify UI of 'Unable to Connect ?' Info Popup screen,connection/COX_063 - Verify UI of Unable to Connect Info Popup screen.yaml,com.hp.impulse.sprocket
COX_064,PCF_HPSelect_008,connection,Pre Connection Flow for Sprocket Select,Verify Close Button on Unable to Connect Popup,connection/COX_064 - Verify Close Button on Unable to Connect Popup.yaml,com.hp.impulse.sprocket
COX_065,PCF_HPSelect_009,connection,Pre Connection Flow for Sprocket Select,Verify 'Finish Setup' Button for the HP Sprocket Select printer.,connection/COX_065 - Verify Finish Setup Button for the HP Sprocket Select printe.yaml,com.hp.impulse.sprocket
COX_066,PCF_HPSelect_010,connection,Pre Connection Flow for Sprocket Select,Verify Navigation to 'Enable the full Sprocket experience' screen for HP Sprocket Select printer,connection/COX_066 - Verify Navigation to Enable the full Sprocket experience scr.yaml,com.hp.impulse.sprocket
COX_067,PCF_HPSelect_011,connection,Pre Connection Flow for Sprocket Select,Verify that tapping 'Enable Bluetooth' launches the Bluetooth permission flow for HP Sprocket Select printer,connection/COX_067 - Verify that tapping Enable Bluetooth launches the Bluetooth .yaml,com.hp.impulse.sprocket
COX_068,PCF_HPSelect_012,connection,Pre Connection Flow for Sprocket Select,Verify that printer discovery starts automatically after Bluetooth is enabled for HP Sprocket Select,connection/COX_068 - Verify that printer discovery starts automatically after Blu.yaml,com.hp.impulse.sprocket
COX_069,PCF_HPSelect_013,connection,Pre Connection Flow for Sprocket Select,Verify User Cancels Bluetooth Enable Request for HP Sprocket Select printer,connection/COX_069 - Verify User Cancels Bluetooth Enable Request for HP Sprocket.yaml,com.hp.impulse.sprocket
COX_070,PCF_HPSelect_014,connection,Pre Connection Flow for Sprocket Select,Verify Bluetooth Already Enabled Scenario for HP Sprocket Select printer,connection/COX_070 - Verify Bluetooth Already Enabled Scenario for HP Sprocket Se.yaml,com.hp.impulse.sprocket
COX_071,PCF_HPSelect_015,connection,Pre Connection Flow for Sprocket Select,Verify Navigation to 'No Printers Found' Screen for HP Sprocket Select printer,connection/COX_071 - Verify Navigation to No Printers Found Screen for HP Sprocke.yaml,com.hp.impulse.sprocket
COX_072,PCF_HPSelect_016,connection,Pre Connection Flow for Sprocket Select,Verify all UI elements displayed on the 'No Printers Found' screen for HP Sprocket Select printer,connection/COX_072 - Verify all UI elements displayed on the No Printers Found sc.yaml,com.hp.impulse.sprocket
COX_073,PCF_HPSelect_017,connection,Pre Connection Flow for Sprocket Select,Verify that tapping 'Try Again' restarts printer discovery for HP Sprocket Select printer,connection/COX_073 - Verify that tapping Try Again restarts printer discovery for.yaml,com.hp.impulse.sprocket
COX_074,PCF_HPSelect_018,connection,Pre Connection Flow for Sprocket Select,Verify Printer Found After Retry for HP Sprocket Select printer,connection/COX_074 - Verify Printer Found After Retry for HP Sprocket Select prin.yaml,com.hp.impulse.sprocket
COX_075,PCF_HPSelect_019,connection,Pre Connection Flow for Sprocket Select,Verify No Printer Found Again After Retry,connection/COX_075 - Verify No Printer Found Again After Retry.yaml,com.hp.impulse.sprocket
COX_076,PCF_Studio_001,connection,Pre Connection Flow for Sprocket Studio,Verify Plug In + Power On Screen for the HP Sprocket Studio,connection/COX_076 - Verify Plug In Power On Screen for the HP Sprocket Studio.yaml,com.hp.impulse.sprocket
COX_077,PCF_Studio_002,connection,Pre Connection Flow for Sprocket Studio,Verify Learn More Popup,connection/COX_077 - Verify Learn More Popup.yaml,com.hp.impulse.sprocket
COX_078,PCF_Studio_003,connection,Pre Connection Flow for Sprocket Studio,Verify Shop Here Button,connection/COX_078 - Verify Shop Here Button.yaml,com.hp.impulse.sprocket
COX_079,PCF_Studio_004,connection,Pre Connection Flow for Sprocket Studio,Verify OK Button on Power Bank Popup,connection/COX_079 - Verify OK Button on Power Bank Popup.yaml,com.hp.impulse.sprocket
COX_080,PCF_Studio_005,connection,Pre Connection Flow for Sprocket Studio,Verify Next Navigation from Plug In + Power On,connection/COX_080 - Verify Next Navigation from Plug In Power On.yaml,com.hp.impulse.sprocket
COX_081,PCF_Studio_006,connection,Pre Connection Flow for Sprocket Studio,Verify Load Paper Information Popup,connection/COX_081 - Verify Load Paper Information Popup.yaml,com.hp.impulse.sprocket
COX_082,PCF_Studio_007,connection,Pre Connection Flow for Sprocket Studio,Verify Next Navigation from Load Paper,connection/COX_082 - Verify Next Navigation from Load Paper.yaml,com.hp.impulse.sprocket
COX_083,PCF_Studio_008,connection,Pre Connection Flow for Sprocket Studio,Verify Install Ink Cartridge Screen,connection/COX_083 - Verify Install Ink Cartridge Screen.yaml,com.hp.impulse.sprocket
COX_084,PCF_Studio_009,connection,Pre Connection Flow for Sprocket Studio,Verify Cartridge Information Popup,connection/COX_084 - Verify Cartridge Information Popup.yaml,com.hp.impulse.sprocket
COX_085,PCF_Studio_010,connection,Pre Connection Flow for Sprocket Studio,Verify Next Navigation from Install Ink Cartridge,connection/COX_085 - Verify Next Navigation from Install Ink Cartridge.yaml,com.hp.impulse.sprocket
COX_086,PCF_Studio_011,connection,Pre Connection Flow for Sprocket Studio,Verify Check Behind the Printer Screen,connection/COX_086 - Verify Check Behind the Printer Screen.yaml,com.hp.impulse.sprocket
COX_087,PCF_Studio_012,connection,Pre Connection Flow for Sprocket Studio,Verify Next Navigation from Check Behind the Printer,connection/COX_087 - Verify Next Navigation from Check Behind the Printer.yaml,com.hp.impulse.sprocket
COX_088,PCF_Studio_013,connection,Pre Connection Flow for Sprocket Studio,Verify Get Connected Screen,connection/COX_088 - Verify Get Connected Screen.yaml,com.hp.impulse.sprocket
COX_089,PCF_Studio_014,connection,Pre Connection Flow for Sprocket Studio,Verify Unable to Connect Popup,connection/COX_089 - Verify Unable to Connect Popup.yaml,com.hp.impulse.sprocket
COX_090,PCF_Studio_015,connection,Pre Connection Flow for Sprocket Studio,Verify Finish Setup Button,connection/COX_090 - Verify Finish Setup Button.yaml,com.hp.impulse.sprocket
COX_091,PCF_Sprocket_001,connection,Pre Connection Flow for HP Sprocket,Verify 'Charge + Power On' Screen UI for the HP Sprocket,connection/COX_091 - Verify Charge Power On Screen UI for the HP Sprocket.yaml,com.hp.impulse.sprocket
COX_092,PCF_Sprocket_002,connection,Pre Connection Flow for HP Sprocket,Verify the Load Paper screen UI for the HP Sprocket  printer,connection/COX_092 - Verify the Load Paper screen UI for the HP Sprocket printer.yaml,com.hp.impulse.sprocket
COX_093,PCF_Sprocket_003,connection,Pre Connection Flow for HP Sprocket,Verify Previous Button on Load Paper Screen for the HP Sprocket  printer.,connection/COX_093 - Verify Previous Button on Load Paper Screen for the HP Sproc.yaml,com.hp.impulse.sprocket
COX_094,PCF_Sprocket_004,connection,Pre Connection Flow for HP Sprocket,Verify 'Load Paper' Info Popup for the HP Sprocket  printer.,connection/COX_094 - Verify Load Paper Info Popup for the HP Sprocket printer.yaml,com.hp.impulse.sprocket
COX_095,PCF_Sprocket_005,connection,Pre Connection Flow for HP Sprocket,Verify 'Get Connected' Screen UI for the HP Sprocket  printer.,connection/COX_095 - Verify Get Connected Screen UI for the HP Sprocket printer.yaml,com.hp.impulse.sprocket
COX_096,PCF_Sprocket_006,connection,Pre Connection Flow for HP Sprocket,Verify 'Previous' Button on 'Get Connected' Screen for the HP Sprocket  printer.,connection/COX_096 - Verify Previous Button on Get Connected Screen for the HP Sp.yaml,com.hp.impulse.sprocket
COX_097,PCF_Sprocket_007,connection,Pre Connection Flow for HP Sprocket,Verify UI of 'Unable to Connect ?' Info Popup screen,connection/COX_097 - Verify UI of Unable to Connect Info Popup screen.yaml,com.hp.impulse.sprocket
COX_098,PCF_Sprocket_008,connection,Pre Connection Flow for HP Sprocket,Verify Close Button on Unable to Connect Popup,connection/COX_098 - Verify Close Button on Unable to Connect Popup.yaml,com.hp.impulse.sprocket
COX_099,PCF_Sprocket_009,connection,Pre Connection Flow for HP Sprocket,Verify 'Finish Setup' Button for the HP Sprocket  printer.,connection/COX_099 - Verify Finish Setup Button for the HP Sprocket printer.yaml,com.hp.impulse.sprocket
COX_100,PCF_Sprocket_010,connection,Pre Connection Flow for HP Sprocket,Verify Navigation to 'Enable the full Sprocket experience' screen for HP Sprocket printer,connection/COX_100 - Verify Navigation to Enable the full Sprocket experience scr.yaml,com.hp.impulse.sprocket
COX_101,PCF_Sprocket_011,connection,Pre Connection Flow for HP Sprocket,Verify that tapping 'Enable Bluetooth' launches the Bluetooth permission flow for HP Sprocket printer,connection/COX_101 - Verify that tapping Enable Bluetooth launches the Bluetooth .yaml,com.hp.impulse.sprocket
COX_102,PCF_Sprocket_012,connection,Pre Connection Flow for HP Sprocket,Verify that printer discovery starts automatically after Bluetooth is enabled for HP Sprocket,connection/COX_102 - Verify that printer discovery starts automatically after Blu.yaml,com.hp.impulse.sprocket
COX_103,PCF_Sprocket_013,connection,Pre Connection Flow for HP Sprocket,Verify User Cancels Bluetooth Enable Request for HP Sprocket printer,connection/COX_103 - Verify User Cancels Bluetooth Enable Request for HP Sprocket.yaml,com.hp.impulse.sprocket
COX_104,PCF_Sprocket_014,connection,Pre Connection Flow for HP Sprocket,Verify Bluetooth Already Enabled Scenario for HP Sprocket printer,connection/COX_104 - Verify Bluetooth Already Enabled Scenario for HP Sprocket pr.yaml,com.hp.impulse.sprocket
COX_105,PCF_Sprocket_015,connection,Pre Connection Flow for HP Sprocket,Verify Navigation to 'No Printers Found' Screen for HP Sprocket printer,connection/COX_105 - Verify Navigation to No Printers Found Screen for HP Sprocke.yaml,com.hp.impulse.sprocket
COX_106,PCF_Sprocket_016,connection,Pre Connection Flow for HP Sprocket,Verify all UI elements displayed on the 'No Printers Found' screen for HP Sprocket printer,connection/COX_106 - Verify all UI elements displayed on the No Printers Found sc.yaml,com.hp.impulse.sprocket
COX_107,PCF_Sprocket_017,connection,Pre Connection Flow for HP Sprocket,Verify that tapping 'Try Again' restarts printer discovery for HP Sprocket printer,connection/COX_107 - Verify that tapping Try Again restarts printer discovery for.yaml,com.hp.impulse.sprocket
COX_108,PCF_Sprocket_018,connection,Pre Connection Flow for HP Sprocket For Android,Verify Printer Found After Retry for HP Sprocket printer for Android,connection/COX_108 - Verify Printer Found After Retry for HP Sprocket printer for.yaml,com.hp.impulse.sprocket
COX_109,PCF_Sprocket_019,connection,Pre Connection Flow for HP Sprocket For iOS,Verify Printer Found After Retry for HP Sprocket printer for iOS,connection/COX_109 - Verify Printer Found After Retry for HP Sprocket printer for.yaml,com.hp.impulse.sprocket
COX_110,PCF_Sprocket_020,connection,Pre Connection Flow for HP Sprocket,Verify No Printer Found Again After Retry,connection/COX_110 - Verify No Printer Found Again After Retry.yaml,com.hp.impulse.sprocket
COX_111,PCF_Sprocket Plus_001,connection,Pre Connection Flow for Sprocket Plus,Verify 'Charge + Power On' Screen UI for the HP Sprocket Plus,connection/COX_111 - Verify Charge Power On Screen UI for the HP Sprocket Plus.yaml,com.hp.impulse.sprocket
COX_112,PCF_Sprocket Plus_002,connection,Pre Connection Flow for Sprocket Plus,Verify the Load Paper screen UI for the HP Sprocket Plus printer.,connection/COX_112 - Verify the Load Paper screen UI for the HP Sprocket Plus pri.yaml,com.hp.impulse.sprocket
COX_113,PCF_Sprocket Plus_003,connection,Pre Connection Flow for Sprocket Plus,Verify Previous Button on Load Paper Screen for the HP Sprocket Plus printer.,connection/COX_113 - Verify Previous Button on Load Paper Screen for the HP Sproc.yaml,com.hp.impulse.sprocket
COX_114,PCF_Sprocket Plus_004,connection,Pre Connection Flow for Sprocket Plus,Verify 'Load Paper' Info Popup for the HP Sprocket Plus printer.,connection/COX_114 - Verify Load Paper Info Popup for the HP Sprocket Plus printe.yaml,com.hp.impulse.sprocket
COX_115,PCF_Sprocket Plus_005,connection,Pre Connection Flow for Sprocket Plus,Verify 'Get Connected' Screen UI for the HP Sprocket Plus printer.,connection/COX_115 - Verify Get Connected Screen UI for the HP Sprocket Plus prin.yaml,com.hp.impulse.sprocket
COX_116,PCF_Sprocket Plus_006,connection,Pre Connection Flow for Sprocket Plus,Verify 'Previous' Button on 'Get Connected' Screen for the HP Sprocket Plus printer.,connection/COX_116 - Verify Previous Button on Get Connected Screen for the HP Sp.yaml,com.hp.impulse.sprocket
COX_117,PCF_Sprocket Plus_007,connection,Pre Connection Flow for Sprocket Plus,Verify UI of 'Unable to Connect ?' Info Popup screen,connection/COX_117 - Verify UI of Unable to Connect Info Popup screen.yaml,com.hp.impulse.sprocket
COX_118,PCF_Sprocket Plus_008,connection,Pre Connection Flow for Sprocket Plus,Verify Close Button on Unable to Connect Popup,connection/COX_118 - Verify Close Button on Unable to Connect Popup.yaml,com.hp.impulse.sprocket
COX_119,PCF_Sprocket Plus_009,connection,Pre Connection Flow for Sprocket Plus,Verify 'Finish Setup' Button for the HP Sprocket Plus printer.,connection/COX_119 - Verify Finish Setup Button for the HP Sprocket Plus printer.yaml,com.hp.impulse.sprocket
COX_120,PCF_Sprocket Plus_010,connection,Pre Connection Flow for Sprocket Plus,Verify Navigation to 'Enable the full Sprocket experience' screen for HP Sprocket Plus printer,connection/COX_120 - Verify Navigation to Enable the full Sprocket experience scr.yaml,com.hp.impulse.sprocket
COX_121,PCF_Sprocket Plus_011,connection,Pre Connection Flow for Sprocket Plus,Verify that tapping 'Enable Bluetooth' launches the Bluetooth permission flow for HP Sprocket Plus printer,connection/COX_121 - Verify that tapping Enable Bluetooth launches the Bluetooth .yaml,com.hp.impulse.sprocket
COX_122,PCF_Sprocket Plus_012,connection,Pre Connection Flow for Sprocket Plus,Verify that printer discovery starts automatically after Bluetooth is enabled for HP Sprocket Plus,connection/COX_122 - Verify that printer discovery starts automatically after Blu.yaml,com.hp.impulse.sprocket
COX_123,PCF_Sprocket Plus_013,connection,Pre Connection Flow for Sprocket Plus,Verify User Cancels Bluetooth Enable Request for HP Sprocket Plus printer,connection/COX_123 - Verify User Cancels Bluetooth Enable Request for HP Sprocket.yaml,com.hp.impulse.sprocket
COX_124,PCF_Sprocket Plus_014,connection,Pre Connection Flow for Sprocket Plus,Verify Bluetooth Already Enabled Scenario for HP Sprocket Plus printer,connection/COX_124 - Verify Bluetooth Already Enabled Scenario for HP Sprocket Pl.yaml,com.hp.impulse.sprocket
COX_125,PCF_Sprocket Plus_015,connection,Pre Connection Flow for Sprocket Plus,Verify Navigation to 'No Printers Found' Screen for HP Sprocket Plus printer,connection/COX_125 - Verify Navigation to No Printers Found Screen for HP Sprocke.yaml,com.hp.impulse.sprocket
COX_126,PCF_Sprocket Plus_016,connection,Pre Connection Flow for Sprocket Plus,Verify all UI elements displayed on the 'No Printers Found' screen for HP Sprocket Plus printer,connection/COX_126 - Verify all UI elements displayed on the No Printers Found sc.yaml,com.hp.impulse.sprocket
COX_127,PCF_Sprocket Plus_017,connection,Pre Connection Flow for Sprocket Plus,Verify that tapping 'Try Again' restarts printer discovery for HP Sprocket Plus printer,connection/COX_127 - Verify that tapping Try Again restarts printer discovery for.yaml,com.hp.impulse.sprocket
COX_128,PCF_Sprocket Plus_018,connection,Pre Connection Flow for Sprocket Plus for Android,Verify Printer Found After Retry for HP Sprocket Plus printer,connection/COX_128 - Verify Printer Found After Retry for HP Sprocket Plus printe.yaml,com.hp.impulse.sprocket
COX_129,PCF_Sprocket Plus_019,connection,Pre Connection Flow for Sprocket Plus for iOS,Verify Printer Found After Retry for HP Sprocket Plus printer,connection/COX_129 - Verify Printer Found After Retry for HP Sprocket Plus printe.yaml,com.hp.impulse.sprocket
COX_130,PCF_Sprocket Plus_020,connection,Pre Connection Flow for Sprocket Plus,Verify No Printer Found Again After Retry,connection/COX_130 - Verify No Printer Found Again After Retry.yaml,com.hp.impulse.sprocket
COX_131,PCF_Studio Plus_001,connection,Pre Connection Flow for Sprocket Studio Plus,Verify HP Sprocket Studio Plus Intro Screen,connection/COX_131 - Verify HP Sprocket Studio Plus Intro Screen.yaml,com.hp.impulse.sprocket
COX_132,PCF_Studio Plus_002,connection,Pre Connection Flow for Sprocket Studio Plus,Verify that tapping Next navigates to the next onboarding screen.,connection/COX_132 - Verify that tapping Next navigates to the next onboarding sc.yaml,com.hp.impulse.sprocket
COX_133,PCF_Studio Plus_003,connection,Pre Connection Flow for Sprocket Studio Plus,Verify Load Paper Screen,connection/COX_133 - Verify Load Paper Screen.yaml,com.hp.impulse.sprocket
COX_134,PCF_Studio Plus_004,connection,Pre Connection Flow for Sprocket Studio Plus,Verify Paper Type Information Popup,connection/COX_134 - Verify Paper Type Information Popup.yaml,com.hp.impulse.sprocket
COX_135,PCF_Studio Plus_005,connection,Pre Connection Flow for Sprocket Studio Plus,Verify Close Button on Paper Type Popup,connection/COX_135 - Verify Close Button on Paper Type Popup.yaml,com.hp.impulse.sprocket
COX_136,PCF_Studio Plus_006,connection,Pre Connection Flow for Sprocket Studio Plus,Verify Next Button on Load Paper Screen,connection/COX_136 - Verify Next Button on Load Paper Screen.yaml,com.hp.impulse.sprocket
COX_137,PCF_Studio Plus_007,connection,Pre Connection Flow for Sprocket Studio Plus,Verify Install Ink Cartridge Screen,connection/COX_137 - Verify Install Ink Cartridge Screen.yaml,com.hp.impulse.sprocket
COX_138,PCF_Studio Plus_008,connection,Pre Connection Flow for Sprocket Studio Plus,Verify Next Button on Install Ink Cartridge Screen,connection/COX_138 - Verify Next Button on Install Ink Cartridge Screen.yaml,com.hp.impulse.sprocket
COX_139,PCF_Studio Plus_009,connection,Pre Connection Flow for Sprocket Studio Plus,Verify Power On Screen,connection/COX_139 - Verify Power On Screen.yaml,com.hp.impulse.sprocket
COX_140,PCF_Studio Plus_010,connection,Pre Connection Flow for Sprocket Studio Plus,Verify Next Button on Power On Screen,connection/COX_140 - Verify Next Button on Power On Screen.yaml,com.hp.impulse.sprocket
COX_141,PCF_Studio Plus_011,connection,Pre Connection Flow for Sprocket Studio Plus,Verify Check Behind the Printer Screen,connection/COX_141 - Verify Check Behind the Printer Screen.yaml,com.hp.impulse.sprocket
COX_142,PCF_Studio Plus_012,connection,Pre Connection Flow for Sprocket Studio Plus,Verify Next Button on Check Behind the Printer Screen,connection/COX_142 - Verify Next Button on Check Behind the Printer Screen.yaml,com.hp.impulse.sprocket
COX_143,PCF_Studio Plus_013,connection,Pre Connection Flow for Sprocket Studio Plus,Verify Ready for Wi-Fi Connection Screen,connection/COX_143 - Verify Ready for Wi-Fi Connection Screen.yaml,com.hp.impulse.sprocket
