TestCaseID,Module,FlowFile,App,ExcelID,Description
AL_35,alerts,alerts/AL_35 - Verify Sprocket is Warm popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 14,"Verify ""Sprocket is Warm"" popup"
AL_36,alerts,alerts/AL_36 - Verify Sprocket is Cold popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 15,"Verify ""Sprocket is Cold"" popup"
AL_37,alerts,alerts/AL_37 - Verify Paper Feed Error popup.yaml,com.hp.impulse.sprocket,Blockers Error Pop up Ios 16,"Verify ""Paper Feed Error"" popup"
AL_38,alerts,alerts/AL_38 - Verify Memory Error popup.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Ios   17,"Verify ""Memory Error"" popup"
AL_39,alerts,alerts/AL_39 - Verify Transmit Error popup.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Ios    18,"Verify ""Transmit Error"" popup"
AL_40,alerts,alerts/AL_40 - Verify Low Voltage popup.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Ios   19,"Verify ""Low Voltage"" popup"
AL_41,alerts,alerts/AL_41 - Verify Print Error popup.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Ios   20,"Verify ""Print Error"" popup"
AL_42,alerts,alerts/AL_42 - Verify High Temperature popup.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Ios  21,"Verify ""High Temperature"" popup"
AL_43,alerts,alerts/AL_43 - Verify High Battery Temperature popup.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Ios  22,"Verify ""High Battery Temperature"" popup"
AL_44,alerts,alerts/AL_44 - Verify Paper Jam error.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Ios 23,"Verify ""Paper Jam"" error"
AL_45,alerts,alerts/AL_45 - Verify Out of Paper error.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Ios  24,"Verify ""Out of Paper"" error"
AL_46,alerts,alerts/AL_46 - Verify Top Cover Open error.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Ios  25,"Verify ""Top Cover Open"" error"
AL_47,alerts,alerts/AL_47 - Verify System Error.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Ios  26,"Verify ""System Error"""
AL_48,alerts,alerts/AL_48 - Verify Battery Error popup.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Ios 27,"Verify ""Battery Error"" popup"
AL_49,alerts,alerts/AL_49 - Verify Sprocket is Warm popup.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Ios  28,"Verify ""Sprocket is Warm"" popup"
AL_50,alerts,alerts/AL_50 - Verify Sprocket is Cold popup.yaml,com.hp.impulse.sprocket,Stoppers Error Pop up Ios  29,"Verify ""Sprocket is Cold"" popup"
OSS_01,onboarding-splash,onboarding-splash/OSS_01 - Verify app launch animation and transition.yaml,com.hp.impulse.sprocket,Sp_01,"Verify app launch, animation, and transition"
OSS_02,onboarding-splash,onboarding-splash/OSS_02 - Verify the complete transition from Onboarding completion to.yaml,com.hp.impulse.sprocket,ON_01,Verify the complete transition from Onboarding completion to the Sign Up Options screen
OSS_03,onboarding-splash,onboarding-splash/OSS_03 - Verify Sign Up Options screen UI and navigation.yaml,com.hp.impulse.sprocket,SU (iOS) _01,Verify Sign Up Options screen UI and navigation
OSS_04,onboarding-splash,onboarding-splash/OSS_04 - Verify Sign Up Options Android screen UI and navigation.yaml,com.hp.impulse.sprocket,SU (Android) _01b,Verify Sign Up Options (Android) screen UI and navigation
OSS_05,onboarding-splash,onboarding-splash/OSS_05 - Verify Sign Up with Email screen UI validations and navigati.yaml,com.hp.impulse.sprocket,SU_02,"Verify Sign Up with Email screen UI, validations and navigation"
OSS_06,onboarding-splash,onboarding-splash/OSS_06 - Verify form field input and successful Sign Up.yaml,com.hp.impulse.sprocket,ON_02D_SU - E F F TC_ON02DE_01,Verify form field input and successful Sign Up
OSS_07,onboarding-splash,onboarding-splash/OSS_07 - Verify Sign Up error messages.yaml,com.hp.impulse.sprocket,ON_02D_SU - E F F TC_ON02DE_02,Verify Sign Up error messages
OSS_08,onboarding-splash,onboarding-splash/OSS_08 - Verify Privacy Policy navigation and back action.yaml,com.hp.impulse.sprocket,ON_02F_C / ON_02G_PP TC_ON02G_01,Verify Privacy Policy navigation and back action
OSS_09,onboarding-splash,onboarding-splash/OSS_09 - Verify Privacy Policy behavior without internet connection.yaml,com.hp.impulse.sprocket,ON_02F_SU - S P / ON_02G_P P  TC_ON02G_02,Verify Privacy Policy behavior without internet connection
OSS_10,onboarding-splash,onboarding-splash/OSS_10 - Verify successful login using Google Facebook Apple and Emai.yaml,com.hp.impulse.sprocket,TC_LI_IOS_13,"Verify successful login using Google, Facebook, Apple, and Email"
OSS_11,onboarding-splash,onboarding-splash/OSS_11 - Verify authentication cancellation.yaml,com.hp.impulse.sprocket,TC_LI_IOS_14,Verify authentication cancellation
OSS_12,onboarding-splash,onboarding-splash/OSS_12 - Verify successful login using Google Facebook and Email.yaml,com.hp.impulse.sprocket,TC_LI_AND_13,"Verify successful login using Google, Facebook, and Email"
OSS_13,onboarding-splash,onboarding-splash/OSS_13 - Verify authentication cancellation.yaml,com.hp.impulse.sprocket,TC_LI_AND_14,Verify authentication cancellation
OSS_14,onboarding-splash,onboarding-splash/OSS_14 - Verify full journey from launch to Login.yaml,com.hp.impulse.sprocket,LI_W _E TC_E2E_001,Verify full journey from launch to Login
OSS_15,onboarding-splash,onboarding-splash/OSS_15 - Verify invalid credential flow.yaml,com.hp.impulse.sprocket,LI_W _E TC_E2E_002,Verify invalid credential flow
OSS_16,onboarding-splash,onboarding-splash/OSS_16 - Verify Forgot Password link.yaml,com.hp.impulse.sprocket,LI_W _E l TC_LWE_05,"Verify ""Forgot Password?"" link"
OSS_17,onboarding-splash,onboarding-splash/OSS_17 - Verify full journey Launch Onboarding Sign Up and Forgot Pas.yaml,com.hp.impulse.sprocket,FP TC_E2E_01,"Verify full journey: Launch, Onboarding, Sign Up, and Forgot Password flow"
OSS_18,onboarding-splash,onboarding-splash/OSS_18 - Verify invalid credentialinput handling across Login and Pas.yaml,com.hp.impulse.sprocket,FP TC_E2E_02,Verify invalid credential/input handling across Login and Password Recovery
OSS_19,onboarding-splash,onboarding-splash/OSS_19 - Verify all input validation and system error states for Sign.yaml,com.hp.impulse.sprocket,EH TC_ERR_ALL_01,Verify all input validation and system error states for Sign Up and Log In
OSS_20,onboarding-splash,onboarding-splash/OSS_20 - Verify all input validation and error states for Forgot Pass.yaml,com.hp.impulse.sprocket,EH TC_ERR_ALL_02,Verify all input validation and error states for Forgot Password
QPX_01,quick-print,quick-print/QPX_01 - Verify the Gallery permission popup is displayed when the us.yaml,com.hp.impulse.sprocket,QUICK PRINT _001,Verify the Gallery permission popup is displayed when the user opens Quick Print for the first time.
QPX_02,quick-print,quick-print/QPX_02 - Verify the Allow all option opens the Gallery screen.yaml,com.hp.impulse.sprocket,QUICK PRINT_002,Verify the Allow all option opens the Gallery screen.
QPX_03,quick-print,quick-print/QPX_03 - Verify the Gallery screen user interface.yaml,com.hp.impulse.sprocket,QUICK PRINT _003,Verify the Gallery screen user interface.
QPX_04,quick-print,quick-print/QPX_04 - Verify the Select Mode toast message on the Gallery screen.yaml,com.hp.impulse.sprocket,QUICK PRINT_004,Verify the Select Mode toast message on the Gallery screen.
QPX_05,quick-print,quick-print/QPX_05 - Verify the Dont allow option on the Gallery permission popup.yaml,com.hp.impulse.sprocket,QUICK PRINT_005,Verify the Don't allow option on the Gallery permission popup.
QPX_06,quick-print,quick-print/QPX_06 - Verify the Allow limited access option.yaml,com.hp.impulse.sprocket,QUICK PRINT_006,Verify the Allow limited access option.
QPX_07,quick-print,quick-print/QPX_07 - Verify the Gallery screen enters Select Mode after selecting.yaml,com.hp.impulse.sprocket,QUICK PRINT_007,Verify the Gallery screen enters Select Mode after selecting one photo.
QPX_08,quick-print,quick-print/QPX_08 - Verify selecting both photos and videos in Select Mode.yaml,com.hp.impulse.sprocket,QUICK PRINT_008,Verify selecting both photos and videos in Select Mode.
QPX_09,quick-print,quick-print/QPX_09 - Verify unselecting all selected photos and videos.yaml,com.hp.impulse.sprocket,QUICK PRINT_009,Verify unselecting all selected photos and videos.
QPX_10,quick-print,quick-print/QPX_10 - Verify the maximum selection limit of 10 photos.yaml,com.hp.impulse.sprocket,QUICK PRINGT_010,Verify the maximum selection limit of 10 photos.
QPX_11,quick-print,quick-print/QPX_11 - Verify the Select Mode user interface.yaml,com.hp.impulse.sprocket,QUICK PRIN_011,Verify the Select Mode user interface.
QPX_12,quick-print,quick-print/QPX_12 - Verify that the user can open the Select Gallery screen and .yaml,com.hp.impulse.sprocket,QUICK PRINT_012,Verify that the user can open the Select Gallery screen and the Facebook option is displayed.
QPX_13,quick-print,quick-print/QPX_13 - Verify that the Facebook Gallery opens successfully.yaml,com.hp.impulse.sprocket,QUICK PRINT 13,Verify that the Facebook Gallery opens successfully.
QPX_14,quick-print,quick-print/QPX_14 - Verify the Unlink option in the overflow menu.yaml,com.hp.impulse.sprocket,QUICK PRINT 14,Verify the Unlink option in the overflow menu.
QPX_15,quick-print,quick-print/QPX_15 - Verify the Unlink confirmation popup user interface.yaml,com.hp.impulse.sprocket,QUICK PRINT 15,Verify the Unlink confirmation popup user interface.
QPX_16,quick-print,quick-print/QPX_16 - Verify that the user can sign out from Facebook successfully.yaml,com.hp.impulse.sprocket,QUICK PRINT 16,Verify that the user can sign out from Facebook successfully.
QPX_17,quick-print,quick-print/QPX_17 - Verify the Cancel button on the Unlink popup.yaml,com.hp.impulse.sprocket,QUICK PRINT 17,Verify the Cancel button on the Unlink popup.
QPX_18,quick-print,quick-print/QPX_18 - Verify the No Internet popup when opening Facebook Gallery w.yaml,com.hp.impulse.sprocket,QUICK PRINT 18,Verify the No Internet popup when opening Facebook Gallery without internet.
QPX_19,quick-print,quick-print/QPX_19 - Verify that the Open Settings button redirects to Wi-Fi Sett.yaml,com.hp.impulse.sprocket,QUICK PRINT 19,Verify that the Open Settings button redirects to Wi-Fi Settings.
QPX_20,quick-print,quick-print/QPX_20 - Verify the Wi-Fi Direct No Internet popup.yaml,com.hp.impulse.sprocket,QUICK PRINT 20,Verify the Wi-Fi Direct No Internet popup.
QPX_21,quick-print,quick-print/QPX_21 - Verify refreshing the Facebook Gallery after the internet co.yaml,com.hp.impulse.sprocket,QUICK PRINT 21,Verify refreshing the Facebook Gallery after the internet connection is restored.
QPX_22,quick-print,quick-print/QPX_22 - Verify opening a Facebook folder and displaying images.yaml,com.hp.impulse.sprocket,QUICK PRINT 22,Verify opening a Facebook folder and displaying images.
QPX_23,quick-print,quick-print/QPX_23 - Verify the Tag Search screen.yaml,com.hp.impulse.sprocket,QUICK PRINT 23,Verify the Tag Search screen.
QPX_24,quick-print,quick-print/QPX_24 - Verify filtering Facebook photos using a valid tag.yaml,com.hp.impulse.sprocket,QUICK PRINT 24,Verify filtering Facebook photos using a valid tag.
QPX_25,quick-print,quick-print/QPX_25 - Verify the application displays the No Tagged Photos message.yaml,com.hp.impulse.sprocket,QUICK PRINT 25,"Verify the application displays the ""No Tagged Photos"" message when the user searches with an invalid Facebook tag."
QPX_26,quick-print,quick-print/QPX_26 - Verify the application displays Facebook photos when the use.yaml,com.hp.impulse.sprocket,QUICK PRINT 26,Verify the application displays Facebook photos when the user searches with a valid Facebook tag.
QPX_27,quick-print,quick-print/QPX_27 - Verify the No Internet screen is displayed when the user tri.yaml,com.hp.impulse.sprocket,QUICK PRINT 27,Verify the No Internet screen is displayed when the user tries to search Facebook photos using tags without an internet 
QPX_28,quick-print,quick-print/QPX_28 - Verify that the user can sort gallery photos using the Newes.yaml,com.hp.impulse.sprocket,QUICK PRINT 28,Verify that the user can sort gallery photos using the Newest and Oldest options.
QPX_29,quick-print,quick-print/QPX_29 - Verify the No Photos Found screen when the selected gallery .yaml,com.hp.impulse.sprocket,QUICK PRINT 29,Verify the No Photos Found screen when the selected gallery folder does not contain any photos.
COLX_01,collage,collage/COLX_01 - Verify app launch and Home screen.yaml,com.hp.impulse.sprocket,Collage_01,Verify app launch and Home screen
COLX_02,collage,collage/COLX_02 - Verify Photos Videos permission popup.yaml,com.hp.impulse.sprocket,Collage_02,Verify Photos & Videos permission popup
COLX_03,collage,collage/COLX_03 - Verify default Collage Selection UI.yaml,com.hp.impulse.sprocket,Collage_03,Verify default Collage Selection UI
COLX_04,collage,collage/COLX_04 - Verify folder selection.yaml,com.hp.impulse.sprocket,Collage_04,Verify folder selection
COLX_05,collage,collage/COLX_05 - Verify minimum photo selection.yaml,com.hp.impulse.sprocket,Collage_05,Verify minimum photo selection
COLX_06,collage,collage/COLX_06 - Verify selection of up to four photos.yaml,com.hp.impulse.sprocket,Collage_06,Verify selection of up to four photos
COLX_07,collage,collage/COLX_07 - Verify duplicate image selection.yaml,com.hp.impulse.sprocket,Collage_07,Verify duplicate image selection
COLX_08,collage,collage/COLX_08 - Verify image deselection.yaml,com.hp.impulse.sprocket,Collage_08,Verify image deselection
COLX_09,collage,collage/COLX_09 - Verify Next button enabledisable.yaml,com.hp.impulse.sprocket,Collage_09,Verify Next button enable/disable
COLX_10,collage,collage/COLX_10 - Verify Drag Drop screen UI.yaml,com.hp.impulse.sprocket,Collage_10,Verify Drag & Drop screen UI
COLX_11,collage,collage/COLX_11 - Verify collage layout options.yaml,com.hp.impulse.sprocket,Collage_11,Verify collage layout options
COLX_12,collage,collage/COLX_12 - Verify Drag Drop functionality.yaml,com.hp.impulse.sprocket,Collage_12,Verify Drag & Drop functionality
COLX_13,collage,collage/COLX_13 - Verify Edit icon.yaml,com.hp.impulse.sprocket,Collage_13,Verify Edit icon
COLX_14,collage,collage/COLX_14 - Verify Print Preview screen.yaml,com.hp.impulse.sprocket,Collage_14,Verify Print Preview screen
COLX_15,collage,collage/COLX_15 - Verify printer connection status.yaml,com.hp.impulse.sprocket,Collage_15,Verify printer connection status
COX_001,connection,connection/COX_001 - Verify to navigate to Add a new Printer screen.yaml,com.hp.impulse.sprocket,PCF-001,Verify to navigate to 'Add a new Printer' screen
COX_002,connection,connection/COX_002 - Verify to navigate to Enable the full Sprocket experience sc.yaml,com.hp.impulse.sprocket,PCF-002,Verify to navigate to 'Enable the full Sprocket experience' screen via 'Skip to Connection' flow
COX_003,connection,connection/COX_003 - Verify printer discovery screen via Skip to connection flow.yaml,com.hp.impulse.sprocket,PCF-003,Verify printer discovery screen via 'Skip to connection' flow
COX_004,connection,connection/COX_004 - Verify default HP200 printer selection at Select Your Device.yaml,com.hp.impulse.sprocket,PCF-004,Verify default HP200 printer selection at 'Select Your Device' screen
COX_005,connection,connection/COX_005 - Verify that the user can scroll through all available printe.yaml,com.hp.impulse.sprocket,PCF-005,Verify that the user can scroll through all available printer models from right to left
COX_006,connection,connection/COX_006 - Verify that the user can scroll through all available printe.yaml,com.hp.impulse.sprocket,PCF-006,Verify that the user can scroll through all available printer models from left to right
COX_007,connection,connection/COX_007 - Verify that the printer carousel is not an infinite loop and.yaml,com.hp.impulse.sprocket,PCF-007,Verify that the printer carousel is not an infinite loop and has defined start and end points.
COX_008,connection,connection/COX_008 - Verify selected Sprocket 200 printer image updates.yaml,com.hp.impulse.sprocket,PCF-008,Verify selected 'Sprocket 200' printer image updates
COX_009,connection,connection/COX_009 - Verify selected Sprocket Studio Plus printer image updates.yaml,com.hp.impulse.sprocket,PCF-009,Verify selected 'Sprocket Studio Plus' printer image updates
COX_010,connection,connection/COX_010 - Verify selected Sprocket 3x4 printer image updates.yaml,com.hp.impulse.sprocket,PCF-010,Verify selected 'Sprocket 3x4' printer image updates
COX_011,connection,connection/COX_011 - Verify selected HP Sprocket Select printer image updates.yaml,com.hp.impulse.sprocket,PCF-011,Verify selected 'HP Sprocket Select' printer image updates
COX_012,connection,connection/COX_012 - Verify selected HP Sprocket 2-in-1 printer image updates.yaml,com.hp.impulse.sprocket,PCF-012,Verify selected 'HP Sprocket 2-in-1' printer image updates
COX_013,connection,connection/COX_013 - Verify selected HP Sprocket Plus printer image updates.yaml,com.hp.impulse.sprocket,PCF-013,Verify selected 'HP Sprocket Plus' printer image updates
COX_014,connection,connection/COX_014 - Verify selected HP Sprocket Studio printer image updates.yaml,com.hp.impulse.sprocket,PCF-014,Verify selected 'HP Sprocket Studio' printer image updates
COX_015,connection,connection/COX_015 - Verify selected HP Sprocket printer image updates.yaml,com.hp.impulse.sprocket,PCF-015,Verify selected 'HP Sprocket' printer image updates
COX_016,connection,connection/COX_016 - Verify selected HP Sprocket Panorama printer image updates.yaml,com.hp.impulse.sprocket,PCF-016,Verify selected 'HP Sprocket Panorama' printer image updates
COX_017,connection,connection/COX_017 - Verify that tapping the GET IT ON Google Play button redirec.yaml,com.hp.impulse.sprocket,PCF-017,Verify that tapping the 'GET IT ON Google Play' button redirects the user to the HP Sprocket Panorama app page on the Go
COX_018,connection,connection/COX_018 - Verify that tapping the Download on the App Store button red.yaml,com.hp.impulse.sprocket,PCF-018,Verify that tapping the 'Download on the App Store' button redirects the user to the HP Sprocket Panorama app page on th
COX_019,connection,connection/COX_019 - Verify Charge Power On Screen UI for the HP Sprocket 200.yaml,com.hp.impulse.sprocket,PCF_HP200_001,Verify 'Charge + Power On' Screen UI for the HP Sprocket 200
COX_020,connection,connection/COX_020 - Verify the Load Paper screen UI for the HP Sprocket 200 prin.yaml,com.hp.impulse.sprocket,PCF_HP200_002,Verify the Load Paper screen UI for the HP Sprocket 200 printer.
COX_021,connection,connection/COX_021 - Verify Previous Button on Load Paper Screen for the HP Sproc.yaml,com.hp.impulse.sprocket,PCF_HP200_003,Verify Previous Button on Load Paper Screen for the HP Sprocket 200 printer.
COX_022,connection,connection/COX_022 - Verify Load Paper Info Popup for the HP Sprocket 200 printer.yaml,com.hp.impulse.sprocket,PCF_HP200_004,Verify 'Load Paper' Info Popup for the HP Sprocket 200 printer.
COX_023,connection,connection/COX_023 - Verify Get Connected Screen UI for the HP Sprocket 200 print.yaml,com.hp.impulse.sprocket,PCF_HP200_005,Verify 'Get Connected' Screen UI for the HP Sprocket 200 printer.
COX_024,connection,connection/COX_024 - Verify Previous Button on Get Connected Screen for the HP Sp.yaml,com.hp.impulse.sprocket,PCF_HP200_006,Verify 'Previous' Button on 'Get Connected' Screen for the HP Sprocket 200 printer.
COX_025,connection,connection/COX_025 - Verify UI of Unable to Connect Info Popup screen.yaml,com.hp.impulse.sprocket,PCF_HP200_007,Verify UI of 'Unable to Connect ?' Info Popup screen
COX_026,connection,connection/COX_026 - Verify Close Button on Unable to Connect Popup.yaml,com.hp.impulse.sprocket,PCF_HP200_008,Verify Close Button on Unable to Connect Popup
COX_027,connection,connection/COX_027 - Verify Finish Setup Button for the HP Sprocket 200 printer.yaml,com.hp.impulse.sprocket,PCF_HP200_009,Verify 'Finish Setup' Button for the HP Sprocket 200 printer.
COX_028,connection,connection/COX_028 - Verify Navigation to Enable the full Sprocket experience scr.yaml,com.hp.impulse.sprocket,PCF_HP200_010,Verify Navigation to 'Enable the full Sprocket experience' screen for HP200 printer
COX_029,connection,connection/COX_029 - Verify that tapping Enable Bluetooth launches the Bluetooth .yaml,com.hp.impulse.sprocket,PCF_HP200_011,Verify that tapping 'Enable Bluetooth' launches the Bluetooth permission flow for HP200 printer
COX_030,connection,connection/COX_030 - Verify that printer discovery starts automatically after Blu.yaml,com.hp.impulse.sprocket,PCF_HP200_012,Verify that printer discovery starts automatically after Bluetooth is enabled for HP 200
COX_031,connection,connection/COX_031 - Verify User Cancels Bluetooth Enable Request for HP 200 prin.yaml,com.hp.impulse.sprocket,PCF_HP200_013,Verify User Cancels Bluetooth Enable Request for HP 200 printer
COX_032,connection,connection/COX_032 - Verify Bluetooth Already Enabled Scenario for HP 200 printer.yaml,com.hp.impulse.sprocket,PCF_HP200_014,Verify Bluetooth Already Enabled Scenario for HP 200 printer
COX_033,connection,connection/COX_033 - Verify Navigation to No Printers Found Screen for HP 200 pri.yaml,com.hp.impulse.sprocket,PCF_HP200_015,Verify Navigation to 'No Printers Found' Screen for HP 200 printer
COX_034,connection,connection/COX_034 - Verify all UI elements displayed on the No Printers Found sc.yaml,com.hp.impulse.sprocket,PCF_HP200_016,Verify all UI elements displayed on the 'No Printers Found' screen for HP 200 printer
COX_035,connection,connection/COX_035 - Verify that tapping Try Again restarts printer discovery for.yaml,com.hp.impulse.sprocket,PCF_HP200_017,Verify that tapping 'Try Again' restarts printer discovery for HP 200 printer
COX_036,connection,connection/COX_036 - Verify Printer Found After Retry for HP 200 printer.yaml,com.hp.impulse.sprocket,PCF_HP200_018,Verify Printer Found After Retry for HP 200 printer
COX_037,connection,connection/COX_037 - Verify No Printer Found Again After Retry.yaml,com.hp.impulse.sprocket,PCF_HP200_019,Verify No Printer Found Again After Retry
COX_038,connection,connection/COX_038 - Verify Charge Power On Screen UI for the HP Sprocket 3x4.yaml,com.hp.impulse.sprocket,PCF_HP3*4_001,Verify 'Charge + Power On' Screen UI for the HP Sprocket 3x4
COX_039,connection,connection/COX_039 - Verify the Load Paper screen UI for the HP Sprocket 3x4 prin.yaml,com.hp.impulse.sprocket,PCF_HP3*4_002,Verify the Load Paper screen UI for the HP Sprocket 3x4 printer.
COX_040,connection,connection/COX_040 - Verify Previous Button on Load Paper Screen for the HP Sproc.yaml,com.hp.impulse.sprocket,PCF_HP3*4_003,Verify Previous Button on Load Paper Screen for the HP Sprocket 3x4 printer.
COX_041,connection,connection/COX_041 - Verify Load Paper Info Popup for the HP Sprocket 3x4 printer.yaml,com.hp.impulse.sprocket,PCF_HP3*4_004,Verify 'Load Paper' Info Popup for the HP Sprocket 3x4 printer.
COX_042,connection,connection/COX_042 - Verify Get Connected Screen UI for the HP Sprocket 3x4 print.yaml,com.hp.impulse.sprocket,PCF_HP3*4_005,Verify 'Get Connected' Screen UI for the HP Sprocket 3x4 printer.
COX_043,connection,connection/COX_043 - Verify Previous Button on Get Connected Screen for the HP Sp.yaml,com.hp.impulse.sprocket,PCF_HP3*4_006,Verify 'Previous' Button on 'Get Connected' Screen for the HP Sprocket 3x4 printer.
COX_044,connection,connection/COX_044 - Verify UI of Unable to Connect Info Popup screen.yaml,com.hp.impulse.sprocket,PCF_HP3*4_007,Verify UI of 'Unable to Connect ?' Info Popup screen
COX_045,connection,connection/COX_045 - Verify Close Button on Unable to Connect Popup.yaml,com.hp.impulse.sprocket,PCF_HP3*4_008,Verify Close Button on Unable to Connect Popup
COX_046,connection,connection/COX_046 - Verify Finish Setup Button for the HP Sprocket 3x4 printer.yaml,com.hp.impulse.sprocket,PCF_HP3*4_009,Verify 'Finish Setup' Button for the HP Sprocket 3x4 printer.
COX_047,connection,connection/COX_047 - Verify Navigation to Enable the full Sprocket experience scr.yaml,com.hp.impulse.sprocket,PCF_HP3*4_010,Verify Navigation to 'Enable the full Sprocket experience' screen for HP Sprocket 3x4 printer
COX_048,connection,connection/COX_048 - Verify that tapping Enable Bluetooth launches the Bluetooth .yaml,com.hp.impulse.sprocket,PCF_HP3*4_011,Verify that tapping 'Enable Bluetooth' launches the Bluetooth permission flow for HP Sprocket 3x4 printer
COX_049,connection,connection/COX_049 - Verify that printer discovery starts automatically after Blu.yaml,com.hp.impulse.sprocket,PCF_HP3*4_012,Verify that printer discovery starts automatically after Bluetooth is enabled for HP Sprocket 3x4
COX_050,connection,connection/COX_050 - Verify User Cancels Bluetooth Enable Request for HP Sprocket.yaml,com.hp.impulse.sprocket,PCF_HP3*4_013,Verify User Cancels Bluetooth Enable Request for HP Sprocket 3x4 printer
COX_051,connection,connection/COX_051 - Verify Bluetooth Already Enabled Scenario for HP Sprocket 3x.yaml,com.hp.impulse.sprocket,PCF_HP3*4_014,Verify Bluetooth Already Enabled Scenario for HP Sprocket 3x4 printer
COX_052,connection,connection/COX_052 - Verify Navigation to No Printers Found Screen for HP Sprocke.yaml,com.hp.impulse.sprocket,PCF_HP3*4_015,Verify Navigation to 'No Printers Found' Screen for HP Sprocket 3x4 printer
COX_053,connection,connection/COX_053 - Verify all UI elements displayed on the No Printers Found sc.yaml,com.hp.impulse.sprocket,PCF_HP3*4_016,Verify all UI elements displayed on the 'No Printers Found' screen for HP Sprocket 3x4 printer
COX_054,connection,connection/COX_054 - Verify that tapping Try Again restarts printer discovery for.yaml,com.hp.impulse.sprocket,PCF_HP3*4_017,Verify that tapping 'Try Again' restarts printer discovery for HP Sprocket 3x4 printer
COX_055,connection,connection/COX_055 - Verify Printer Found After Retry for HP Sprocket 3x4 printer.yaml,com.hp.impulse.sprocket,PCF_HP3*4_018,Verify Printer Found After Retry for HP Sprocket 3x4 printer
COX_056,connection,connection/COX_056 - Verify No Printer Found Again After Retry.yaml,com.hp.impulse.sprocket,PCF_HP3*4_019,Verify No Printer Found Again After Retry
COX_057,connection,connection/COX_057 - Verify Charge Power On Screen UI for the HP Sprocket Select.yaml,com.hp.impulse.sprocket,PCF_HPSelect_001,Verify 'Charge + Power On' Screen UI for the HP Sprocket Select
COX_058,connection,connection/COX_058 - Verify the Load Paper screen UI for the HP Sprocket Select p.yaml,com.hp.impulse.sprocket,PCF_HPSelect_002,Verify the Load Paper screen UI for the HP Sprocket Select printer.
COX_059,connection,connection/COX_059 - Verify Previous Button on Load Paper Screen for the HP Sproc.yaml,com.hp.impulse.sprocket,PCF_HPSelect_003,Verify Previous Button on Load Paper Screen for the HP Sprocket Select printer.
COX_060,connection,connection/COX_060 - Verify Load Paper Info Popup for the HP Sprocket Select prin.yaml,com.hp.impulse.sprocket,PCF_HPSelect_004,Verify 'Load Paper' Info Popup for the HP Sprocket Select printer.
COX_061,connection,connection/COX_061 - Verify Get Connected Screen UI for the HP Sprocket Select pr.yaml,com.hp.impulse.sprocket,PCF_HPSelect_005,Verify 'Get Connected' Screen UI for the HP Sprocket Select printer.
COX_062,connection,connection/COX_062 - Verify Previous Button on Get Connected Screen for the HP Sp.yaml,com.hp.impulse.sprocket,PCF_HPSelect_006,Verify 'Previous' Button on 'Get Connected' Screen for the HP Sprocket Select printer.
COX_063,connection,connection/COX_063 - Verify UI of Unable to Connect Info Popup screen.yaml,com.hp.impulse.sprocket,PCF_HPSelect_007,Verify UI of 'Unable to Connect ?' Info Popup screen
COX_064,connection,connection/COX_064 - Verify Close Button on Unable to Connect Popup.yaml,com.hp.impulse.sprocket,PCF_HPSelect_008,Verify Close Button on Unable to Connect Popup
COX_065,connection,connection/COX_065 - Verify Finish Setup Button for the HP Sprocket Select printe.yaml,com.hp.impulse.sprocket,PCF_HPSelect_009,Verify 'Finish Setup' Button for the HP Sprocket Select printer.
COX_066,connection,connection/COX_066 - Verify Navigation to Enable the full Sprocket experience scr.yaml,com.hp.impulse.sprocket,PCF_HPSelect_010,Verify Navigation to 'Enable the full Sprocket experience' screen for HP Sprocket Select printer
COX_067,connection,connection/COX_067 - Verify that tapping Enable Bluetooth launches the Bluetooth .yaml,com.hp.impulse.sprocket,PCF_HPSelect_011,Verify that tapping 'Enable Bluetooth' launches the Bluetooth permission flow for HP Sprocket Select printer
COX_068,connection,connection/COX_068 - Verify that printer discovery starts automatically after Blu.yaml,com.hp.impulse.sprocket,PCF_HPSelect_012,Verify that printer discovery starts automatically after Bluetooth is enabled for HP Sprocket Select
COX_069,connection,connection/COX_069 - Verify User Cancels Bluetooth Enable Request for HP Sprocket.yaml,com.hp.impulse.sprocket,PCF_HPSelect_013,Verify User Cancels Bluetooth Enable Request for HP Sprocket Select printer
COX_070,connection,connection/COX_070 - Verify Bluetooth Already Enabled Scenario for HP Sprocket Se.yaml,com.hp.impulse.sprocket,PCF_HPSelect_014,Verify Bluetooth Already Enabled Scenario for HP Sprocket Select printer
