TestCaseID,Module,FlowFile,App,ExcelID,Description
PR_76,printing,printing/PR_76 - Verify Print Queue Does Not Process or Skip Incorrectly Duri.yaml,com.hp.impulse.sprocket,Print Preview Screen 76,Verify Print Queue Does Not Process or Skip Incorrectly During Pause or Error Conditions
PR_77,printing,printing/PR_77 - Verify Navigation from Print State to Print Queue Screen via.yaml,com.hp.impulse.sprocket,Print Preview Screen 77,Verify Navigation from Print State to Print Queue Screen via Print Count
PR_78,printing,printing/PR_78 - Verify Queue Resume After Hardware Error Recovery.yaml,com.hp.impulse.sprocket,Print Preview Screen 78,Verify Queue Resume After Hardware Error Recovery
PR_79,printing,printing/PR_79 - Verify Error Behavior After Exiting Print State Using Done B.yaml,com.hp.impulse.sprocket,Print Preview Screen 79,Verify Error Behavior After Exiting Print State Using Done Button
PR_80,printing,printing/PR_80 - Verify Print Complete Status Display and Hold Duration.yaml,com.hp.impulse.sprocket,Print Preview Screen 80,Verify Print Complete Status Display and Hold Duration
PR_81,printing,printing/PR_81 - Verify Post-Print Navigation Behavior from Different Sources.yaml,com.hp.impulse.sprocket,Print Preview Screen 81,Verify Post-Print Navigation Behavior from Different Sources
PR_82,printing,printing/PR_82 - Verify access interruption and data retention.yaml,com.hp.impulse.sprocket,Print Preview Screen 82,"Verify access, interruption, and data retention"
PR_83,printing,printing/PR_83 - Verify error handling and queue state.yaml,com.hp.impulse.sprocket,Print Preview Screen 83,Verify error handling and queue state
PR_84,printing,printing/PR_84 - Verify automatic queue resumption.yaml,com.hp.impulse.sprocket,Print Preview Screen 84,Verify automatic queue resumption
PR_85,printing,printing/PR_85 - Verify UI state after reconnection.yaml,com.hp.impulse.sprocket,Print Preview Screen 85,Verify UI state after reconnection
PR_86,printing,printing/PR_86 - Verify Print Queue can be accessed from Print State and navi.yaml,com.hp.impulse.sprocket,Print Preview Screen 86,Verify Print Queue can be accessed from Print State and navigation controls function correctly.
PR_87,printing,printing/PR_87 - Verify behavior when the only pending single-photo print job.yaml,com.hp.impulse.sprocket,Print Preview Screen 87,Verify behavior when the only pending single-photo print job is deleted.
PR_88,printing,printing/PR_88 - Verify retention on Print State screen when only part of the.yaml,com.hp.impulse.sprocket,Print Preview Screen 88,Verify retention on Print State screen when only part of the queue is deleted.
PR_89,printing,printing/PR_89 - Verify deletion restriction for an active print job.yaml,com.hp.impulse.sprocket,Print Preview Screen 89,Verify deletion restriction for an active print job.
PR_90,printing,printing/PR_90 - Verify Home redirection when all pending photos are deleted.yaml,com.hp.impulse.sprocket,Print Preview Screen 90,Verify Home redirection when all pending photos are deleted.
PR_91,printing,printing/PR_91 - Verify Home redirection when all pending copies are deleted.yaml,com.hp.impulse.sprocket,Print Preview Screen 91,Verify Home redirection when all pending copies are deleted.
PR_92,printing,printing/PR_92 - Verify Resume Queue pop-up is displayed when a new print job.yaml,com.hp.impulse.sprocket,Print Preview Screen 92,"Verify ""Resume Queue"" pop-up is displayed when a new print job is initiated while the print queue is paused."
PR_93,printing,printing/PR_93 - Verify the Resume Queue pop-up displays the correct content .yaml,com.hp.impulse.sprocket,Print Preview Screen 93,Verify the Resume Queue pop-up displays the correct content and action buttons.
PR_94,printing,printing/PR_94 - Verify selecting Yes Resume resumes the paused queue and sta.yaml,com.hp.impulse.sprocket,Print Preview Screen 94,"Verify selecting ""Yes, Resume"" resumes the paused queue and starts printing."
PR_95,printing,printing/PR_95 - Verify the Resume Queue pop-up is not displayed when the que.yaml,com.hp.impulse.sprocket,Print Preview Screen 95,Verify the Resume Queue pop-up is not displayed when the queue is active and a print job is already in progress.
PR_96,printing,printing/PR_96 - Verify printer blockererror conditions take precedence over .yaml,com.hp.impulse.sprocket,Print Preview Screen 96,Verify printer blocker/error conditions take precedence over the Resume Queue pop-up.
PR_97,printing,printing/PR_97 - Verify stack layout image order and progress details.yaml,com.hp.impulse.sprocket,Print Preview Screen 97,"Verify stack layout, image order and progress details"
PR_98,printing,printing/PR_98 - Verify Done button and navigation.yaml,com.hp.impulse.sprocket,Print Preview Screen 98,Verify Done button and navigation
PR_99,printing,printing/PR_99 - Verify single-copy edge case.yaml,com.hp.impulse.sprocket,Print Preview Screen 100,Verify single-copy edge case
PR_100,printing,printing/PR_100 - Verify queueing new print while another job is in progress.yaml,com.hp.impulse.sprocket,Print Preview Screen 101,Verify queueing new print while another job is in progress
PR_101,printing,printing/PR_101 - Verify Queue screen UI and delete functionality.yaml,com.hp.impulse.sprocket,Print Preview Screen 102,Verify Queue screen UI and delete functionality
PR_102,printing,printing/PR_102 - Verify restrictions and hidden UI elements.yaml,com.hp.impulse.sprocket,Print Preview Screen 103,Verify restrictions and hidden UI elements
PR_103,printing,printing/PR_103 - Verify updated Print State graphic after queue changes.yaml,com.hp.impulse.sprocket,Print Preview Screen 104,Verify updated Print State graphic after queue changes
PR_104,printing,printing/PR_104 - Verify UI behavior when queue becomes empty or invalid chang.yaml,com.hp.impulse.sprocket,Print Preview Screen 105,Verify UI behavior when queue becomes empty or invalid changes are made
PR_105,printing,printing/PR_105 - Verify automatic save to Gallery and toast message after pri.yaml,com.hp.impulse.sprocket,Print Preview Screen  106,Verify automatic save to Gallery and toast message after printing Pre-Cut Sticker/Collage
PR_106,printing,printing/PR_106 - Verify toast message and Gallery save failure handling.yaml,com.hp.impulse.sprocket,Print Preview Screen 107,Verify toast message and Gallery save failure handling
PC_01,precut,precut/PC_01 - Verify complete flow from launch to selection.yaml,com.hp.impulse.sprocket,Precut_01,Verify complete flow from launch to selection.
PC_02,precut,precut/PC_02 - Verify selecting two unique images.yaml,com.hp.impulse.sprocket,Precut_02,Verify selecting two unique images.
PC_03,precut,precut/PC_03 - Verify duplicate selection error.yaml,com.hp.impulse.sprocket,Precut_03,Verify duplicate selection error.
PC_04,precut,precut/PC_04 - Verify app launch onboarding and Pre-Cut entry.yaml,com.hp.impulse.sprocket,Precut_04,"Verify app launch, onboarding, and Pre-Cut entry."
PC_05,precut,precut/PC_05 - Verify 2-photo selection duplicate prevention and next state.yaml,com.hp.impulse.sprocket,Precut_05,"Verify 2-photo selection, duplicate prevention, and next state."
PC_06,precut,precut/PC_06 - Verify gallery expansion collapse and auto-snap.yaml,com.hp.impulse.sprocket,Precut_06,"Verify gallery expansion, collapse, and auto-snap."
PC_07,precut,precut/PC_07 - Verify Got It and Dont Show Again behavior.yaml,com.hp.impulse.sprocket,Precut_07,"Verify ""Got It"" and ""Don't Show Again"" behavior."
PC_08,precut,precut/PC_08 - Verify UI when gallery permission is denied.yaml,com.hp.impulse.sprocket,Precut_08,Verify UI when gallery permission is denied.
PC_09,precut,precut/PC_09 - Verify exit flow after editing selection.yaml,com.hp.impulse.sprocket,Precut_09,Verify exit flow after editing selection.
VD_01,video,video/VD_01 - Verify video thumbnails indicate video content.yaml,com.hp.impulse.sprocket,Video frame 01,Verify video thumbnails indicate video content.
VD_02,video,video/VD_02 - Verify mixed media selection.yaml,com.hp.impulse.sprocket,Video frame 02,Verify mixed media selection.
VD_03,video,video/VD_03 - Verify AI tool restrictions for video frames.yaml,com.hp.impulse.sprocket,Video frame 03,Verify AI tool restrictions for video frames.
VD_04,video,video/VD_04 - Verify full E2E flow Multi-select photosvideos previewing AI.yaml,com.hp.impulse.sprocket,Video frame 04,"Verify full E2E flow: Multi-select (photos/videos), previewing, AI restrictions, playback, and editing."
VD_05,video,video/VD_05 - Verify video playback and scrubbing.yaml,com.hp.impulse.sprocket,Video frame 05,Verify video playback and scrubbing.
VD_06,video,video/VD_06 - Verify frame editing and discard behavior.yaml,com.hp.impulse.sprocket,Video frame 06,Verify frame editing and discard behavior.
VD_07,video,video/VD_07 - Verify UI restrictions during playback in Tiles mode.yaml,com.hp.impulse.sprocket,Video frame 07,Verify UI restrictions during playback in Tiles mode.
TP_01,tile-print,tile-print/TP_01 - Verify Gallery screen UI and Tile Print navigation.yaml,com.hp.impulse.sprocket,Tiles modules 01,Verify Gallery screen UI and Tile Print navigation
TP_02,tile-print,tile-print/TP_02 - Verify folder selection and Tile Print restrictions.yaml,com.hp.impulse.sprocket,Tiles modules 02,Verify folder selection and Tile Print restrictions
TP_03,tile-print,tile-print/TP_03 - Verify blocked toast message UI elements and bottom navigati.yaml,com.hp.impulse.sprocket,Tiles modules 03,"Verify blocked toast message, UI elements and bottom navigation"
TP_04,tile-print,tile-print/TP_04 - Verify multi-select restriction and error handling.yaml,com.hp.impulse.sprocket,Tiles modules 04,Verify multi-select restriction and error handling
TP_05,tile-print,tile-print/TP_05 - Verify Tiles 22 screen UI and default layout.yaml,com.hp.impulse.sprocket,Tiles modules 05,Verify Tiles 2×2 screen UI and default layout
TP_06,tile-print,tile-print/TP_06 - Verify print restriction when no tile is selected.yaml,com.hp.impulse.sprocket,Tiles modules 06,Verify print restriction when no tile is selected
TP_07,tile-print,tile-print/TP_07 - Verify landing on Tiles module.yaml,com.hp.impulse.sprocket,Tiles modules 07,Verify landing on Tiles module
TP_08,tile-print,tile-print/TP_08 - Verify bottom navigation bar presence.yaml,com.hp.impulse.sprocket,Tiles modules 08,Verify bottom navigation bar presence
TP_09,tile-print,tile-print/TP_09 - Verify unselecting 11 tile.yaml,com.hp.impulse.sprocket,Tiles modules 09,Verify unselecting 1×1 tile
TP_10,tile-print,tile-print/TP_10 - Verify zoom and rotation persistence.yaml,com.hp.impulse.sprocket,Tiles modules 10,Verify zoom and rotation persistence
TP_11,tile-print,tile-print/TP_11 - Verify 33 grid UI selection and print functionality.yaml,com.hp.impulse.sprocket,Tiles modules 11,"Verify 3×3 grid UI, selection and print functionality"
TP_12,tile-print,tile-print/TP_12 - Verify tile deselection restriction and error handling.yaml,com.hp.impulse.sprocket,Tiles modules 12,Verify tile deselection restriction and error handling
TP_13,tile-print,tile-print/TP_13 - Verify tile selection and print.yaml,com.hp.impulse.sprocket,Tiles modules 13,Verify tile selection and print
TP_14,tile-print,tile-print/TP_14 - Verify Print button when all tiles are unselected.yaml,com.hp.impulse.sprocket,Tiles modules 14,Verify Print button when all tiles are unselected
TP_15,tile-print,tile-print/TP_15 - Verify Copies screen and printing.yaml,com.hp.impulse.sprocket,Tiles modules 15,Verify Copies screen and printing
TP_16,tile-print,tile-print/TP_16 - Verify copy count retention and navigation.yaml,com.hp.impulse.sprocket,Tiles modules 16,Verify copy count retention and navigation
SE_01,settings,settings/SE_01 - Access Hamburger Menu.yaml,com.hp.impulse.sprocket,Hamburger Menu 01,Access Hamburger Menu
SE_02,settings,settings/SE_02 - Verify Logged Out Hamburger Menu UI.yaml,com.hp.impulse.sprocket,Hamburger Menu  02,Verify Logged Out Hamburger Menu UI
SE_03,settings,settings/SE_03 - Verify Logged Out State.yaml,com.hp.impulse.sprocket,Hamburger Menu  03,Verify Logged Out State
SE_04,settings,settings/SE_04 - Verify Log In Redirection.yaml,com.hp.impulse.sprocket,Hamburger Menu  04,Verify Log In Redirection
SE_05,settings,settings/SE_05 - Verify Logged In Hamburger Menu UI.yaml,com.hp.impulse.sprocket,Hamburger Menu  05,Verify Logged In Hamburger Menu UI
SE_06,settings,settings/SE_06 - Verify Close Menu Functionality.yaml,com.hp.impulse.sprocket,Hamburger Menu  06,Verify Close Menu Functionality
SE_07,settings,settings/SE_07 - Verify App Settings Access.yaml,com.hp.impulse.sprocket,Hamburger Menu  07,Verify App Settings Access
SE_08,settings,settings/SE_08 - Verify Account Settings Access.yaml,com.hp.impulse.sprocket,Hamburger Menu  08,Verify Account Settings Access
SE_09,settings,settings/SE_09 - Verify Printer Help.yaml,com.hp.impulse.sprocket,Hamburger Menu  09,Verify Printer Help
SE_10,settings,settings/SE_10 - Verify Order Photo Paper.yaml,com.hp.impulse.sprocket,Hamburger Menu  10,Verify Order Photo Paper
SE_11,settings,settings/SE_11 - Verify Visit Support Website.yaml,com.hp.impulse.sprocket,Hamburger Menu  11,Verify Visit Support Website
SE_12,settings,settings/SE_12 - Verify Legal Privacy Access.yaml,com.hp.impulse.sprocket,Hamburger Menu  12,Verify Legal & Privacy Access
SE_13,settings,settings/SE_13 - Verify Scroll Behavior.yaml,com.hp.impulse.sprocket,Hamburger Menu  13,Verify Scroll Behavior
SE_14,settings,settings/SE_14 - Verify Header and Logo.yaml,com.hp.impulse.sprocket,Hamburger Menu  14,Verify Header and Logo
SE_15,settings,settings/SE_15 - Verify Log In Navigate to Account Settings.yaml,com.hp.impulse.sprocket,Hamburger Menu 15,Verify Log In & Navigate to Account Settings
SE_16,settings,settings/SE_16 - Verify Name Field Display.yaml,com.hp.impulse.sprocket,Hamburger Menu 16,Verify Name Field Display
SE_17,settings,settings/SE_17 - Verify Change Password with Invalid Data.yaml,com.hp.impulse.sprocket,Hamburger Menu 17,Verify Change Password with Invalid Data
SE_18,settings,settings/SE_18 - Verify Change Password Screen UI.yaml,com.hp.impulse.sprocket,Hamburger Menu 19,Verify Change Password Screen UI
SE_19,settings,settings/SE_19 - Verify Current Password Field.yaml,com.hp.impulse.sprocket,Humburger Menu 20,Verify Current Password Field
SE_20,settings,settings/SE_20 - Verify Incorrect Current Password Error.yaml,com.hp.impulse.sprocket,Hamburger Menu 21,Verify Incorrect Current Password Error
SE_21,settings,settings/SE_21 - Verify New Password Requirement Error.yaml,com.hp.impulse.sprocket,Hamburger Menu 22,Verify New Password Requirement Error
SE_22,settings,settings/SE_22 - Verify Password Mismatch Error.yaml,com.hp.impulse.sprocket,Hamburger Menu 23,Verify Password Mismatch Error
SE_23,settings,settings/SE_23 - Verify Empty Fields Validation.yaml,com.hp.impulse.sprocket,Hamburger Menu 24,Verify Empty Fields Validation
SE_24,settings,settings/SE_24 - Verify Password Update Failure.yaml,com.hp.impulse.sprocket,Hamburger Menu 25,Verify Password Update Failure
SE_25,settings,settings/SE_25 - Verify Successful Password Change.yaml,com.hp.impulse.sprocket,Hamburger Menu 26,Verify Successful Password Change
SE_26,settings,settings/SE_26 - Verify Back Button.yaml,com.hp.impulse.sprocket,Hamburger Menu 27,Verify Back Button
SE_27,settings,settings/SE_27 - Trigger Logout Pop-up.yaml,com.hp.impulse.sprocket,Hamburger Menu 28,Trigger Logout Pop-up
SE_28,settings,settings/SE_28 - Cancel Logout.yaml,com.hp.impulse.sprocket,Hamburger Menu 29,Cancel Logout
SE_29,settings,settings/SE_29 - Confirm Logout.yaml,com.hp.impulse.sprocket,Hamburger Menu 30,Confirm Logout
SE_30,settings,settings/SE_30 - Trigger Delete Account Pop-up.yaml,com.hp.impulse.sprocket,Hamburger Menu 31,Trigger Delete Account Pop-up
SE_31,settings,settings/SE_31 - Cancel Account Deletion.yaml,com.hp.impulse.sprocket,Hamburger Menu 32,Cancel Account Deletion
SE_32,settings,settings/SE_32 - Launch Social Login.yaml,com.hp.impulse.sprocket,Hamburger Menu 36,Launch & Social Login
SE_33,settings,settings/SE_33 - Access Account Settings.yaml,com.hp.impulse.sprocket,Hamburger Menu 37,Access Account Settings
SE_34,settings,settings/SE_34 - API Auth UI Validation.yaml,com.hp.impulse.sprocket,Hamburger Menu 38,API Auth UI Validation
SE_35,settings,settings/SE_35 - Field Constraint Validation.yaml,com.hp.impulse.sprocket,Hamburger Menu  40,Field Constraint Validation
SE_36,settings,settings/SE_36 - Navigation to App Settings.yaml,com.hp.impulse.sprocket,Hamburger Menu 41,Navigation to App Settings
SE_37,settings,settings/SE_37 - Verify Permissions Option.yaml,com.hp.impulse.sprocket,Hamburger Menu 42,Verify Permissions Option
SE_38,settings,settings/SE_38 - Verify Default State of Display App Hints.yaml,com.hp.impulse.sprocket,Hamburger Menu 43,Verify Default State of Display App Hints
SE_39,settings,settings/SE_39 - Toggle App Hints ONOFF.yaml,com.hp.impulse.sprocket,Hamburger Menu 44,Toggle App Hints ON/OFF
SE_40,settings,settings/SE_40 - Verify Default Low Data Mode State.yaml,com.hp.impulse.sprocket,Hamburger Menu 45,Verify Default Low Data Mode State
SE_41,settings,settings/SE_41 - Toggle Low Data Mode Functionality.yaml,com.hp.impulse.sprocket,Hamburger Menu 46,Toggle Low Data Mode Functionality
SE_42,settings,settings/SE_42 - Verify App Version Display.yaml,com.hp.impulse.sprocket,Hamburger Menu 47,Verify App Version Display
SE_43,settings,settings/SE_43 - Verify Back Navigation.yaml,com.hp.impulse.sprocket,Hamburger Menu 48,Verify Back Navigation
SE_44,settings,settings/SE_44 - Access Legal Privacy Screen.yaml,com.hp.impulse.sprocket,Hamburger Menu 49,Access Legal & Privacy Screen
SE_45,settings,settings/SE_45 - Data Collection Settings Navigation.yaml,com.hp.impulse.sprocket,Hamburger Menu 50,Data Collection Settings Navigation
SE_46,settings,settings/SE_46 - Data Collection Exit Pop-up Validation.yaml,com.hp.impulse.sprocket,Hamburger Menu 51,Data Collection Exit Pop-up Validation
SE_47,settings,settings/SE_47 - Verify Privacy Policy Open.yaml,com.hp.impulse.sprocket,Hamburger Menu 52,Verify Privacy Policy Open
SE_48,settings,settings/SE_48 - Verify End User License Agreement.yaml,com.hp.impulse.sprocket,Hamburger Menu 53,Verify End User License Agreement
SE_49,settings,settings/SE_49 - Verify Terms of Service.yaml,com.hp.impulse.sprocket,Hamburger Menu 54,Verify Terms of Service
SE_50,settings,settings/SE_50 - Open Source Licenses Navigation.yaml,com.hp.impulse.sprocket,Hamburger Menu 55,Open Source Licenses Navigation
SE_51,settings,settings/SE_51 - Back Button Functionality.yaml,com.hp.impulse.sprocket,Hamburger Menu 56,Back Button Functionality
FW_01,firmware,firmware/FW_01 - Verify Update Available button is displayed.yaml,com.hp.impulse.sprocket,Firmware Update 001,Verify Update Available button is displayed
FW_02,firmware,firmware/FW_02 - Verify Firmware Update Available popup.yaml,com.hp.impulse.sprocket,Firmware Update 002,Verify Firmware Update Available popup
FW_03,firmware,firmware/FW_03 - Verify Update Now button functionality.yaml,com.hp.impulse.sprocket,Firmware Update 003,Verify Update Now button functionality
FW_04,firmware,firmware/FW_04 - Verify Firmware Download In Progress screen.yaml,com.hp.impulse.sprocket,Firmware Update 004,Verify Firmware Download In Progress screen
FW_05,firmware,firmware/FW_05 - Verify Firmware Installation In Progress screen.yaml,com.hp.impulse.sprocket,Firmware Update 005,Verify Firmware Installation In Progress screen
FW_06,firmware,firmware/FW_06 - Verify installation warning message.yaml,com.hp.impulse.sprocket,Firmware Update 006,Verify installation warning message
FW_07,firmware,firmware/FW_07 - Verify firmware installation completion.yaml,com.hp.impulse.sprocket,Firmware Update 007,Verify firmware installation completion
FW_08,firmware,firmware/FW_08 - Verify printer switching restriction during firmware update.yaml,com.hp.impulse.sprocket,Firmware Update 008,Verify printer switching restriction during firmware update
FW_09,firmware,firmware/FW_09 - Verify Please Wait popup display.yaml,com.hp.impulse.sprocket,Firmware Update 009,Verify Please Wait popup display
FW_10,firmware,firmware/FW_10 - Verify Please Wait popup message.yaml,com.hp.impulse.sprocket,Firmware Update 10,Verify Please Wait popup message
FW_11,firmware,firmware/FW_11 - Verify OK button functionality.yaml,com.hp.impulse.sprocket,Firmware Update 11,Verify OK button functionality
FW_12,firmware,firmware/FW_12 - Verify update restriction when battery is below 25.yaml,com.hp.impulse.sprocket,Firmware Update 12,Verify update restriction when battery is below 25%
FW_13,firmware,firmware/FW_13 - Verify update restriction when no paper is loaded.yaml,com.hp.impulse.sprocket,Firmware Update 13,Verify update restriction when no paper is loaded
FW_14,firmware,firmware/FW_14 - Verify internet interruption during firmware download.yaml,com.hp.impulse.sprocket,Firmware Update 14,Verify internet interruption during firmware download
FW_15,firmware,firmware/FW_15 - Verify navigation restriction during firmware installation.yaml,com.hp.impulse.sprocket,Firmware Update 15,Verify navigation restriction during firmware installation
FW_16,firmware,firmware/FW_16 - Verify Update Available button is displayed.yaml,com.hp.impulse.sprocket,Firmware Update 16,Verify Update Available button is displayed
FW_17,firmware,firmware/FW_17 - Verify Firmware Update popup opens.yaml,com.hp.impulse.sprocket,Firmware Update 17,Verify Firmware Update popup opens
FW_18,firmware,firmware/FW_18 - Verify popup UI content.yaml,com.hp.impulse.sprocket,Firmware Update 18,Verify popup UI content
FW_19,firmware,firmware/FW_19 - Verify Not Right Now functionality.yaml,com.hp.impulse.sprocket,Firmware Update 19,Verify Not Right Now functionality
FW_20,firmware,firmware/FW_20 - Verify Update Now starts firmware download.yaml,com.hp.impulse.sprocket,Firmware Update 20,Verify Update Now starts firmware download
FW_21,firmware,firmware/FW_21 - Verify download progress screen.yaml,com.hp.impulse.sprocket,Firmware Update 21,Verify download progress screen
FW_22,firmware,firmware/FW_22 - Verify UI remains visible during download.yaml,com.hp.impulse.sprocket,Firmqare Update 22,Verify UI remains visible during download
FW_23,firmware,firmware/FW_23 - Verify installation screen appears.yaml,com.hp.impulse.sprocket,Firmware Update 23,Verify installation screen appears
FW_24,firmware,firmware/FW_24 - Verify installation warning message.yaml,com.hp.impulse.sprocket,Firmware Update 24,Verify installation warning message
FW_25,firmware,firmware/FW_25 - Verify update completion.yaml,com.hp.impulse.sprocket,Firmware Update 25,Verify update completion
FW_26,firmware,firmware/FW_26 - Verify status section.yaml,com.hp.impulse.sprocket,Firmware Update 26,Verify status section
FW_27,firmware,firmware/FW_27 - Verify battery display.yaml,com.hp.impulse.sprocket,Firmware Update 27,Verify battery display
FW_28,firmware,firmware/FW_28 - Verify customization options.yaml,com.hp.impulse.sprocket,Firmware Update 28,Verify customization options
FW_29,firmware,firmware/FW_29 - Verify system section.yaml,com.hp.impulse.sprocket,Firmware Update 29,Verify system section
FW_30,firmware,firmware/FW_30 - Verify update blocked when battery low.yaml,com.hp.impulse.sprocket,Firmware Update 30,Verify update blocked when battery low
FW_31,firmware,firmware/FW_31 - Verify update blocked when no paper.yaml,com.hp.impulse.sprocket,Firmware Update 31,Verify update blocked when no paper
FW_32,firmware,firmware/FW_32 - Verify internet failure during download.yaml,com.hp.impulse.sprocket,Firmware Update 32,Verify internet failure during download
FW_33,firmware,firmware/FW_33 - Verify Wi-Fi disconnect during update.yaml,com.hp.impulse.sprocket,Firmware Update 33,Verify Wi-Fi disconnect during update
FW_34,firmware,firmware/FW_34 - Verify app closed during installation.yaml,com.hp.impulse.sprocket,Firmware Update 34,Verify app closed during installation
FW_35,firmware,firmware/FW_35 - Verify printer power off during update.yaml,com.hp.impulse.sprocket,Firmware Update 35,Verify printer power off during update
FW_36,firmware,firmware/FW_36 - Verify navigation blocked during install.yaml,com.hp.impulse.sprocket,Firmware Update 36,Verify navigation blocked during install
FW_37,firmware,firmware/FW_37 - Verify multiple Update Now taps.yaml,com.hp.impulse.sprocket,Firmware Update 37,Verify multiple Update Now taps
FW_38,firmware,firmware/FW_38 - Verify popup reopens correctly.yaml,com.hp.impulse.sprocket,Firmware Update 38,Verify popup reopens correctly
FW_39,firmware,firmware/FW_39 - Verify No Paper Tray Error during firmware update.yaml,com.hp.impulse.sprocket,Firmware Update 39,Verify No Paper Tray Error during firmware update
FW_40,firmware,firmware/FW_40 - Verify Paper Empty Error during firmware update.yaml,com.hp.impulse.sprocket,Firmware Update 40,Verify Paper Empty Error during firmware update
FW_41,firmware,firmware/FW_41 - Verify Paper Jam Error during firmware update.yaml,com.hp.impulse.sprocket,Firmware Update 41,Verify Paper Jam Error during firmware update
FW_42,firmware,firmware/FW_42 - Verify No Carbon Ribbon Error during firmware update.yaml,com.hp.impulse.sprocket,Firmware Update 42,Verify No Carbon Ribbon Error during firmware update
FW_43,firmware,firmware/FW_43 - Verify Try Again functionality after resolving hardware issu.yaml,com.hp.impulse.sprocket,Firmware Update 43,Verify Try Again functionality after resolving hardware issue
FW_44,firmware,firmware/FW_44 - Verify Cancel X button functionality on error popup.yaml,com.hp.impulse.sprocket,Firmware Update 44,Verify Cancel (X) button functionality on error popup
AI_01,ai,ai/AI_01 - Verify UI layout of Create screen.yaml,com.hp.impulse.sprocket,AI Tool 01,"Verify UI layout of ""Create"" screen"
AI_02,ai,ai/AI_02 - Verify navigation to AI tools.yaml,com.hp.impulse.sprocket,AI Tools 02,Verify navigation to AI tools
AI_03,ai,ai/AI_03 - Verify UI layout of AI Tools screen.yaml,com.hp.impulse.sprocket,AI Tools 03,Verify UI layout of AI Tools screen
AI_04,ai,ai/AI_04 - Verify Tool accessibility.yaml,com.hp.impulse.sprocket,AI Tools 04,Verify Tool accessibility
AI_05,ai,ai/AI_05 - Verify Bottom Tab persistence.yaml,com.hp.impulse.sprocket,AI Tools 05,Verify Bottom Tab persistence
AI_06,ai,ai/AI_06 - Verify rapid tab switching.yaml,com.hp.impulse.sprocket,AI Tools 06,Verify rapid tab switching
AI_07,ai,ai/AI_07 - Verify Background Tools navigation.yaml,com.hp.impulse.sprocket,AI Tools 07,Verify Background Tools navigation
AI_08,ai,ai/AI_08 - Verify Object Tools navigation.yaml,com.hp.impulse.sprocket,AI Tool 08,Verify Object Tools navigation
AI_09,ai,ai/AI_09 - Verify Photo Enhancements navigation.yaml,com.hp.impulse.sprocket,AI Tools 09,Verify Photo Enhancements navigation
AI_10,ai,ai/AI_10 - Verify Generate Tools navigation.yaml,com.hp.impulse.sprocket,AI Tools  10,Verify Generate Tools navigation
AI_11,ai,ai/AI_11 - Verify visual layout and typography elements of the loader s.yaml,com.hp.impulse.sprocket,AI Tools 11,Verify visual layout and typography elements of the loader screen
AI_12,ai,ai/AI_12 - Verify selected image is used as loader backdrop.yaml,com.hp.impulse.sprocket,AI Tools 12,Verify selected image is used as loader backdrop
AI_13,ai,ai/AI_13 - Verify loading icon animation playback.yaml,com.hp.impulse.sprocket,AI Tools 13,Verify loading icon animation playback
AI_14,ai,ai/AI_14 - Verify loader remains active during long processing.yaml,com.hp.impulse.sprocket,AI Tools 14,Verify loader remains active during long processing
AI_15,ai,ai/AI_15 - Verify transition after AI processing completes.yaml,com.hp.impulse.sprocket,AI Tools 15,Verify transition after AI processing completes
AI_16,ai,ai/AI_16 - Verify behavior when app is minimized during loading.yaml,com.hp.impulse.sprocket,AI Tools 16,Verify behavior when app is minimized during loading
AI_17,ai,ai/AI_17 - Verify handling of network loss during loading.yaml,com.hp.impulse.sprocket,AI Tools 17,Verify handling of network loss during loading
AI_18,ai,ai/AI_18 - Verify path to Prompt Entry.yaml,com.hp.impulse.sprocket,AI Tools 18,Verify path to Prompt Entry
AI_19,ai,ai/AI_19 - Verify Prompt Error popup.yaml,com.hp.impulse.sprocket,AI Tools 19,"Verify ""Prompt Error"" popup"
AI_20,ai,ai/AI_20 - Verify error trigger logic.yaml,com.hp.impulse.sprocket,AI Tools 20,Verify error trigger logic
AI_21,ai,ai/AI_21 - Verify dismiss behavior.yaml,com.hp.impulse.sprocket,AI Tools 21,Verify dismiss behavior
AI_22,ai,ai/AI_22 - Verify error consistency.yaml,com.hp.impulse.sprocket,AI Tools 22,Verify error consistency
AI_23,ai,ai/AI_23 - Verify background occlusion.yaml,com.hp.impulse.sprocket,AI Tools 23,Verify background occlusion
AI_24,ai,ai/AI_24 - Verify UI text and styling.yaml,com.hp.impulse.sprocket,AI Tools 24,"Verify UI, text, and styling"
AI_25,ai,ai/AI_25 - Verify popup appears on cancel.yaml,com.hp.impulse.sprocket,AI Tools 25,Verify popup appears on cancel
AI_26,ai,ai/AI_26 - Verify Stay functionality.yaml,com.hp.impulse.sprocket,AI Tools 26,"Verify ""Stay"" functionality"
AI_27,ai,ai/AI_27 - Verify Exit functionality.yaml,com.hp.impulse.sprocket,AI Tools 27,"Verify ""Exit"" functionality"
AI_28,ai,ai/AI_28 - Verify universal scope.yaml,com.hp.impulse.sprocket,AI Tools 28,Verify universal scope
AI_29,ai,ai/AI_29 - Verify background modality.yaml,com.hp.impulse.sprocket,AI Tools 29,Verify background modality
AI_30,ai,ai/AI_30 - Verify app launch and Collage creation.yaml,com.hp.impulse.sprocket,AI Tools 30,Verify app launch and Collage creation
